time,count,details
1552118497041,1,"{""0"": {""is_register"": ""1"", ""station_id"": ""213584769"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""315"", ""tracking_area_code"": ""9362"", ""asu_level"": ""49"", ""reference_signal_received_power"": ""-91"", ""signal_level"": ""4""}}"
1552118498085,1,"{""0"": {""is_register"": ""1"", ""station_id"": ""213584769"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""315"", ""tracking_area_code"": ""9362"", ""asu_level"": ""45"", ""reference_signal_received_power"": ""-95"", ""signal_level"": ""4""}}"
1552118499110,1,"{""0"": {""is_register"": ""1"", ""station_id"": ""213584769"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""315"", ""tracking_area_code"": ""9362"", ""asu_level"": ""45"", ""reference_signal_received_power"": ""-95"", ""signal_level"": ""4""}}"
1552118500164,1,"{""0"": {""is_register"": ""1"", ""station_id"": ""213584769"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""315"", ""tracking_area_code"": ""9362"", ""asu_level"": ""46"", ""reference_signal_received_power"": ""-94"", ""signal_level"": ""4""}}"
1552118501251,1,"{""0"": {""is_register"": ""1"", ""station_id"": ""213584769"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""315"", ""tracking_area_code"": ""9362"", ""asu_level"": ""46"", ""reference_signal_received_power"": ""-94"", ""signal_level"": ""4""}}"
1552118502294,1,"{""0"": {""is_register"": ""1"", ""station_id"": ""213584769"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""315"", ""tracking_area_code"": ""9362"", ""asu_level"": ""46"", ""reference_signal_received_power"": ""-94"", ""signal_level"": ""4""}}"
1552118503319,1,"{""0"": {""is_register"": ""1"", ""station_id"": ""213584769"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""315"", ""tracking_area_code"": ""9362"", ""asu_level"": ""46"", ""reference_signal_received_power"": ""-94"", ""signal_level"": ""4""}}"
1552118504366,1,"{""0"": {""is_register"": ""1"", ""station_id"": ""213584769"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""315"", ""tracking_area_code"": ""9362"", ""asu_level"": ""45"", ""reference_signal_received_power"": ""-95"", ""signal_level"": ""4""}}"
1552118505511,1,"{""0"": {""is_register"": ""1"", ""station_id"": ""213584769"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""315"", ""tracking_area_code"": ""9362"", ""asu_level"": ""45"", ""reference_signal_received_power"": ""-95"", ""signal_level"": ""4""}}"
1552118506566,1,"{""0"": {""is_register"": ""1"", ""station_id"": ""213584769"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""315"", ""tracking_area_code"": ""9362"", ""asu_level"": ""49"", ""reference_signal_received_power"": ""-91"", ""signal_level"": ""4""}}"
1552118507601,1,"{""0"": {""is_register"": ""1"", ""station_id"": ""213584769"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""315"", ""tracking_area_code"": ""9362"", ""asu_level"": ""49"", ""reference_signal_received_power"": ""-91"", ""signal_level"": ""4""}}"
1552118508655,1,"{""0"": {""is_register"": ""1"", ""station_id"": ""213584769"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""315"", ""tracking_area_code"": ""9362"", ""asu_level"": ""51"", ""reference_signal_received_power"": ""-89"", ""signal_level"": ""4""}}"
1552118509685,1,"{""0"": {""is_register"": ""1"", ""station_id"": ""213584769"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""315"", ""tracking_area_code"": ""9362"", ""asu_level"": ""51"", ""reference_signal_received_power"": ""-89"", ""signal_level"": ""4""}}"
1552118510727,1,"{""0"": {""is_register"": ""1"", ""station_id"": ""213584769"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""315"", ""tracking_area_code"": ""9362"", ""asu_level"": ""54"", ""reference_signal_received_power"": ""-86"", ""signal_level"": ""4""}}"
1552118511748,1,"{""0"": {""is_register"": ""1"", ""station_id"": ""213584769"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""315"", ""tracking_area_code"": ""9362"", ""asu_level"": ""54"", ""reference_signal_received_power"": ""-86"", ""signal_level"": ""4""}}"
1552118512792,2,"{""0"": {""is_register"": ""1"", ""station_id"": ""213584769"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""315"", ""tracking_area_code"": ""9362"", ""asu_level"": ""47"", ""reference_signal_received_power"": ""-93"", ""signal_level"": ""4""}, ""1"": {""is_register"": ""0"", ""station_id"": ""2147483647"", ""mobile_country_code"": ""2147483647"", ""mobile_network_code"": ""2147483647"", ""physical_cell_id"": ""171"", ""tracking_area_code"": ""2147483647"", ""asu_level"": ""44"", ""reference_signal_received_power"": ""-96"", ""signal_level"": ""3""}}"
1552118513813,2,"{""0"": {""is_register"": ""1"", ""station_id"": ""213584769"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""315"", ""tracking_area_code"": ""9362"", ""asu_level"": ""47"", ""reference_signal_received_power"": ""-93"", ""signal_level"": ""4""}, ""1"": {""is_register"": ""0"", ""station_id"": ""2147483647"", ""mobile_country_code"": ""2147483647"", ""mobile_network_code"": ""2147483647"", ""physical_cell_id"": ""171"", ""tracking_area_code"": ""2147483647"", ""asu_level"": ""44"", ""reference_signal_received_power"": ""-96"", ""signal_level"": ""3""}}"
1552118514864,2,"{""0"": {""is_register"": ""1"", ""station_id"": ""213584769"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""315"", ""tracking_area_code"": ""9362"", ""asu_level"": ""46"", ""reference_signal_received_power"": ""-94"", ""signal_level"": ""4""}, ""1"": {""is_register"": ""0"", ""station_id"": ""2147483647"", ""mobile_country_code"": ""2147483647"", ""mobile_network_code"": ""2147483647"", ""physical_cell_id"": ""171"", ""tracking_area_code"": ""2147483647"", ""asu_level"": ""53"", ""reference_signal_received_power"": ""-87"", ""signal_level"": ""4""}}"
1552118515894,2,"{""0"": {""is_register"": ""1"", ""station_id"": ""213584769"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""315"", ""tracking_area_code"": ""9362"", ""asu_level"": ""46"", ""reference_signal_received_power"": ""-94"", ""signal_level"": ""4""}, ""1"": {""is_register"": ""0"", ""station_id"": ""2147483647"", ""mobile_country_code"": ""2147483647"", ""mobile_network_code"": ""2147483647"", ""physical_cell_id"": ""171"", ""tracking_area_code"": ""2147483647"", ""asu_level"": ""53"", ""reference_signal_received_power"": ""-87"", ""signal_level"": ""4""}}"
1552118516934,2,"{""0"": {""is_register"": ""1"", ""station_id"": ""213584513"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""171"", ""tracking_area_code"": ""9362"", ""asu_level"": ""57"", ""reference_signal_received_power"": ""-83"", ""signal_level"": ""4""}, ""1"": {""is_register"": ""0"", ""station_id"": ""2147483647"", ""mobile_country_code"": ""2147483647"", ""mobile_network_code"": ""2147483647"", ""physical_cell_id"": ""315"", ""tracking_area_code"": ""2147483647"", ""asu_level"": ""47"", ""reference_signal_received_power"": ""-93"", ""signal_level"": ""4""}}"
1552118517973,2,"{""0"": {""is_register"": ""1"", ""station_id"": ""213584513"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""171"", ""tracking_area_code"": ""9362"", ""asu_level"": ""57"", ""reference_signal_received_power"": ""-83"", ""signal_level"": ""4""}, ""1"": {""is_register"": ""0"", ""station_id"": ""2147483647"", ""mobile_country_code"": ""2147483647"", ""mobile_network_code"": ""2147483647"", ""physical_cell_id"": ""315"", ""tracking_area_code"": ""2147483647"", ""asu_level"": ""47"", ""reference_signal_received_power"": ""-93"", ""signal_level"": ""4""}}"
1552118519031,2,"{""0"": {""is_register"": ""1"", ""station_id"": ""213584513"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""171"", ""tracking_area_code"": ""9362"", ""asu_level"": ""55"", ""reference_signal_received_power"": ""-85"", ""signal_level"": ""4""}, ""1"": {""is_register"": ""0"", ""station_id"": ""2147483647"", ""mobile_country_code"": ""2147483647"", ""mobile_network_code"": ""2147483647"", ""physical_cell_id"": ""315"", ""tracking_area_code"": ""2147483647"", ""asu_level"": ""51"", ""reference_signal_received_power"": ""-89"", ""signal_level"": ""4""}}"
1552118520097,2,"{""0"": {""is_register"": ""1"", ""station_id"": ""213584513"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""171"", ""tracking_area_code"": ""9362"", ""asu_level"": ""55"", ""reference_signal_received_power"": ""-85"", ""signal_level"": ""4""}, ""1"": {""is_register"": ""0"", ""station_id"": ""2147483647"", ""mobile_country_code"": ""2147483647"", ""mobile_network_code"": ""2147483647"", ""physical_cell_id"": ""315"", ""tracking_area_code"": ""2147483647"", ""asu_level"": ""51"", ""reference_signal_received_power"": ""-89"", ""signal_level"": ""4""}}"
1552118521137,2,"{""0"": {""is_register"": ""1"", ""station_id"": ""213584513"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""171"", ""tracking_area_code"": ""9362"", ""asu_level"": ""73"", ""reference_signal_received_power"": ""-67"", ""signal_level"": ""4""}, ""1"": {""is_register"": ""0"", ""station_id"": ""2147483647"", ""mobile_country_code"": ""2147483647"", ""mobile_network_code"": ""2147483647"", ""physical_cell_id"": ""315"", ""tracking_area_code"": ""2147483647"", ""asu_level"": ""64"", ""reference_signal_received_power"": ""-76"", ""signal_level"": ""4""}}"
1552118522180,2,"{""0"": {""is_register"": ""1"", ""station_id"": ""213584513"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""171"", ""tracking_area_code"": ""9362"", ""asu_level"": ""73"", ""reference_signal_received_power"": ""-67"", ""signal_level"": ""4""}, ""1"": {""is_register"": ""0"", ""station_id"": ""2147483647"", ""mobile_country_code"": ""2147483647"", ""mobile_network_code"": ""2147483647"", ""physical_cell_id"": ""315"", ""tracking_area_code"": ""2147483647"", ""asu_level"": ""64"", ""reference_signal_received_power"": ""-76"", ""signal_level"": ""4""}}"
1552118523227,2,"{""0"": {""is_register"": ""1"", ""station_id"": ""213584513"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""171"", ""tracking_area_code"": ""9362"", ""asu_level"": ""61"", ""reference_signal_received_power"": ""-79"", ""signal_level"": ""4""}, ""1"": {""is_register"": ""0"", ""station_id"": ""2147483647"", ""mobile_country_code"": ""2147483647"", ""mobile_network_code"": ""2147483647"", ""physical_cell_id"": ""315"", ""tracking_area_code"": ""2147483647"", ""asu_level"": ""64"", ""reference_signal_received_power"": ""-76"", ""signal_level"": ""4""}}"
1552118524251,2,"{""0"": {""is_register"": ""1"", ""station_id"": ""213584513"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""171"", ""tracking_area_code"": ""9362"", ""asu_level"": ""61"", ""reference_signal_received_power"": ""-79"", ""signal_level"": ""4""}, ""1"": {""is_register"": ""0"", ""station_id"": ""2147483647"", ""mobile_country_code"": ""2147483647"", ""mobile_network_code"": ""2147483647"", ""physical_cell_id"": ""315"", ""tracking_area_code"": ""2147483647"", ""asu_level"": ""64"", ""reference_signal_received_power"": ""-76"", ""signal_level"": ""4""}}"
1552118525324,2,"{""0"": {""is_register"": ""1"", ""station_id"": ""213584513"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""171"", ""tracking_area_code"": ""9362"", ""asu_level"": ""57"", ""reference_signal_received_power"": ""-83"", ""signal_level"": ""4""}, ""1"": {""is_register"": ""0"", ""station_id"": ""2147483647"", ""mobile_country_code"": ""2147483647"", ""mobile_network_code"": ""2147483647"", ""physical_cell_id"": ""315"", ""tracking_area_code"": ""2147483647"", ""asu_level"": ""64"", ""reference_signal_received_power"": ""-76"", ""signal_level"": ""4""}}"
1552118526348,2,"{""0"": {""is_register"": ""1"", ""station_id"": ""213584513"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""171"", ""tracking_area_code"": ""9362"", ""asu_level"": ""57"", ""reference_signal_received_power"": ""-83"", ""signal_level"": ""4""}, ""1"": {""is_register"": ""0"", ""station_id"": ""2147483647"", ""mobile_country_code"": ""2147483647"", ""mobile_network_code"": ""2147483647"", ""physical_cell_id"": ""315"", ""tracking_area_code"": ""2147483647"", ""asu_level"": ""64"", ""reference_signal_received_power"": ""-76"", ""signal_level"": ""4""}}"
1552118527399,2,"{""0"": {""is_register"": ""1"", ""station_id"": ""213584513"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""171"", ""tracking_area_code"": ""9362"", ""asu_level"": ""59"", ""reference_signal_received_power"": ""-81"", ""signal_level"": ""4""}, ""1"": {""is_register"": ""0"", ""station_id"": ""2147483647"", ""mobile_country_code"": ""2147483647"", ""mobile_network_code"": ""2147483647"", ""physical_cell_id"": ""315"", ""tracking_area_code"": ""2147483647"", ""asu_level"": ""45"", ""reference_signal_received_power"": ""-95"", ""signal_level"": ""4""}}"
1552118528420,2,"{""0"": {""is_register"": ""1"", ""station_id"": ""213584513"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""171"", ""tracking_area_code"": ""9362"", ""asu_level"": ""59"", ""reference_signal_received_power"": ""-81"", ""signal_level"": ""4""}, ""1"": {""is_register"": ""0"", ""station_id"": ""2147483647"", ""mobile_country_code"": ""2147483647"", ""mobile_network_code"": ""2147483647"", ""physical_cell_id"": ""315"", ""tracking_area_code"": ""2147483647"", ""asu_level"": ""45"", ""reference_signal_received_power"": ""-95"", ""signal_level"": ""4""}}"
1552118529485,2,"{""0"": {""is_register"": ""1"", ""station_id"": ""213584513"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""171"", ""tracking_area_code"": ""9362"", ""asu_level"": ""53"", ""reference_signal_received_power"": ""-87"", ""signal_level"": ""4""}, ""1"": {""is_register"": ""0"", ""station_id"": ""2147483647"", ""mobile_country_code"": ""2147483647"", ""mobile_network_code"": ""2147483647"", ""physical_cell_id"": ""315"", ""tracking_area_code"": ""2147483647"", ""asu_level"": ""43"", ""reference_signal_received_power"": ""-97"", ""signal_level"": ""3""}}"
1552118530509,2,"{""0"": {""is_register"": ""1"", ""station_id"": ""213584513"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""171"", ""tracking_area_code"": ""9362"", ""asu_level"": ""53"", ""reference_signal_received_power"": ""-87"", ""signal_level"": ""4""}, ""1"": {""is_register"": ""0"", ""station_id"": ""2147483647"", ""mobile_country_code"": ""2147483647"", ""mobile_network_code"": ""2147483647"", ""physical_cell_id"": ""315"", ""tracking_area_code"": ""2147483647"", ""asu_level"": ""43"", ""reference_signal_received_power"": ""-97"", ""signal_level"": ""3""}}"
1552118531555,2,"{""0"": {""is_register"": ""1"", ""station_id"": ""213584513"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""171"", ""tracking_area_code"": ""9362"", ""asu_level"": ""60"", ""reference_signal_received_power"": ""-80"", ""signal_level"": ""4""}, ""1"": {""is_register"": ""0"", ""station_id"": ""2147483647"", ""mobile_country_code"": ""2147483647"", ""mobile_network_code"": ""2147483647"", ""physical_cell_id"": ""315"", ""tracking_area_code"": ""2147483647"", ""asu_level"": ""51"", ""reference_signal_received_power"": ""-89"", ""signal_level"": ""4""}}"
1552118532615,2,"{""0"": {""is_register"": ""1"", ""station_id"": ""213584513"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""171"", ""tracking_area_code"": ""9362"", ""asu_level"": ""60"", ""reference_signal_received_power"": ""-80"", ""signal_level"": ""4""}, ""1"": {""is_register"": ""0"", ""station_id"": ""2147483647"", ""mobile_country_code"": ""2147483647"", ""mobile_network_code"": ""2147483647"", ""physical_cell_id"": ""315"", ""tracking_area_code"": ""2147483647"", ""asu_level"": ""51"", ""reference_signal_received_power"": ""-89"", ""signal_level"": ""4""}}"
1552118533662,2,"{""0"": {""is_register"": ""1"", ""station_id"": ""213584513"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""171"", ""tracking_area_code"": ""9362"", ""asu_level"": ""50"", ""reference_signal_received_power"": ""-90"", ""signal_level"": ""4""}, ""1"": {""is_register"": ""0"", ""station_id"": ""2147483647"", ""mobile_country_code"": ""2147483647"", ""mobile_network_code"": ""2147483647"", ""physical_cell_id"": ""315"", ""tracking_area_code"": ""2147483647"", ""asu_level"": ""40"", ""reference_signal_received_power"": ""-100"", ""signal_level"": ""3""}}"
1552118534683,2,"{""0"": {""is_register"": ""1"", ""station_id"": ""213584513"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""171"", ""tracking_area_code"": ""9362"", ""asu_level"": ""50"", ""reference_signal_received_power"": ""-90"", ""signal_level"": ""4""}, ""1"": {""is_register"": ""0"", ""station_id"": ""2147483647"", ""mobile_country_code"": ""2147483647"", ""mobile_network_code"": ""2147483647"", ""physical_cell_id"": ""315"", ""tracking_area_code"": ""2147483647"", ""asu_level"": ""40"", ""reference_signal_received_power"": ""-100"", ""signal_level"": ""3""}}"
1552118535734,2,"{""0"": {""is_register"": ""1"", ""station_id"": ""213584513"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""171"", ""tracking_area_code"": ""9362"", ""asu_level"": ""49"", ""reference_signal_received_power"": ""-91"", ""signal_level"": ""4""}, ""1"": {""is_register"": ""0"", ""station_id"": ""2147483647"", ""mobile_country_code"": ""2147483647"", ""mobile_network_code"": ""2147483647"", ""physical_cell_id"": ""315"", ""tracking_area_code"": ""2147483647"", ""asu_level"": ""44"", ""reference_signal_received_power"": ""-96"", ""signal_level"": ""3""}}"
1552118536757,2,"{""0"": {""is_register"": ""1"", ""station_id"": ""213584513"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""171"", ""tracking_area_code"": ""9362"", ""asu_level"": ""49"", ""reference_signal_received_power"": ""-91"", ""signal_level"": ""4""}, ""1"": {""is_register"": ""0"", ""station_id"": ""2147483647"", ""mobile_country_code"": ""2147483647"", ""mobile_network_code"": ""2147483647"", ""physical_cell_id"": ""315"", ""tracking_area_code"": ""2147483647"", ""asu_level"": ""44"", ""reference_signal_received_power"": ""-96"", ""signal_level"": ""3""}}"
1552118537805,2,"{""0"": {""is_register"": ""1"", ""station_id"": ""213584513"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""171"", ""tracking_area_code"": ""9362"", ""asu_level"": ""39"", ""reference_signal_received_power"": ""-101"", ""signal_level"": ""3""}, ""1"": {""is_register"": ""0"", ""station_id"": ""2147483647"", ""mobile_country_code"": ""2147483647"", ""mobile_network_code"": ""2147483647"", ""physical_cell_id"": ""315"", ""tracking_area_code"": ""2147483647"", ""asu_level"": ""33"", ""reference_signal_received_power"": ""-107"", ""signal_level"": ""2""}}"
1552118538829,2,"{""0"": {""is_register"": ""1"", ""station_id"": ""213584513"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""171"", ""tracking_area_code"": ""9362"", ""asu_level"": ""39"", ""reference_signal_received_power"": ""-101"", ""signal_level"": ""3""}, ""1"": {""is_register"": ""0"", ""station_id"": ""2147483647"", ""mobile_country_code"": ""2147483647"", ""mobile_network_code"": ""2147483647"", ""physical_cell_id"": ""315"", ""tracking_area_code"": ""2147483647"", ""asu_level"": ""33"", ""reference_signal_received_power"": ""-107"", ""signal_level"": ""2""}}"
1552118539904,2,"{""0"": {""is_register"": ""1"", ""station_id"": ""213584513"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""171"", ""tracking_area_code"": ""9362"", ""asu_level"": ""38"", ""reference_signal_received_power"": ""-102"", ""signal_level"": ""3""}, ""1"": {""is_register"": ""0"", ""station_id"": ""2147483647"", ""mobile_country_code"": ""2147483647"", ""mobile_network_code"": ""2147483647"", ""physical_cell_id"": ""315"", ""tracking_area_code"": ""2147483647"", ""asu_level"": ""39"", ""reference_signal_received_power"": ""-101"", ""signal_level"": ""3""}}"
1552118540922,2,"{""0"": {""is_register"": ""1"", ""station_id"": ""213584513"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""171"", ""tracking_area_code"": ""9362"", ""asu_level"": ""38"", ""reference_signal_received_power"": ""-102"", ""signal_level"": ""3""}, ""1"": {""is_register"": ""0"", ""station_id"": ""2147483647"", ""mobile_country_code"": ""2147483647"", ""mobile_network_code"": ""2147483647"", ""physical_cell_id"": ""315"", ""tracking_area_code"": ""2147483647"", ""asu_level"": ""39"", ""reference_signal_received_power"": ""-101"", ""signal_level"": ""3""}}"
1552118541966,2,"{""0"": {""is_register"": ""1"", ""station_id"": ""213584513"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""171"", ""tracking_area_code"": ""9362"", ""asu_level"": ""38"", ""reference_signal_received_power"": ""-102"", ""signal_level"": ""3""}, ""1"": {""is_register"": ""0"", ""station_id"": ""2147483647"", ""mobile_country_code"": ""2147483647"", ""mobile_network_code"": ""2147483647"", ""physical_cell_id"": ""315"", ""tracking_area_code"": ""2147483647"", ""asu_level"": ""33"", ""reference_signal_received_power"": ""-107"", ""signal_level"": ""2""}}"
1552118542989,2,"{""0"": {""is_register"": ""1"", ""station_id"": ""213584513"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""171"", ""tracking_area_code"": ""9362"", ""asu_level"": ""38"", ""reference_signal_received_power"": ""-102"", ""signal_level"": ""3""}, ""1"": {""is_register"": ""0"", ""station_id"": ""2147483647"", ""mobile_country_code"": ""2147483647"", ""mobile_network_code"": ""2147483647"", ""physical_cell_id"": ""315"", ""tracking_area_code"": ""2147483647"", ""asu_level"": ""33"", ""reference_signal_received_power"": ""-107"", ""signal_level"": ""2""}}"
1552118544036,2,"{""0"": {""is_register"": ""1"", ""station_id"": ""213584513"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""171"", ""tracking_area_code"": ""9362"", ""asu_level"": ""38"", ""reference_signal_received_power"": ""-102"", ""signal_level"": ""3""}, ""1"": {""is_register"": ""0"", ""station_id"": ""2147483647"", ""mobile_country_code"": ""2147483647"", ""mobile_network_code"": ""2147483647"", ""physical_cell_id"": ""315"", ""tracking_area_code"": ""2147483647"", ""asu_level"": ""36"", ""reference_signal_received_power"": ""-104"", ""signal_level"": ""3""}}"
1552118545060,2,"{""0"": {""is_register"": ""1"", ""station_id"": ""213584513"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""171"", ""tracking_area_code"": ""9362"", ""asu_level"": ""38"", ""reference_signal_received_power"": ""-102"", ""signal_level"": ""3""}, ""1"": {""is_register"": ""0"", ""station_id"": ""2147483647"", ""mobile_country_code"": ""2147483647"", ""mobile_network_code"": ""2147483647"", ""physical_cell_id"": ""315"", ""tracking_area_code"": ""2147483647"", ""asu_level"": ""36"", ""reference_signal_received_power"": ""-104"", ""signal_level"": ""3""}}"
1552118546100,2,"{""0"": {""is_register"": ""1"", ""station_id"": ""213584513"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""171"", ""tracking_area_code"": ""9362"", ""asu_level"": ""34"", ""reference_signal_received_power"": ""-106"", ""signal_level"": ""2""}, ""1"": {""is_register"": ""0"", ""station_id"": ""2147483647"", ""mobile_country_code"": ""2147483647"", ""mobile_network_code"": ""2147483647"", ""physical_cell_id"": ""315"", ""tracking_area_code"": ""2147483647"", ""asu_level"": ""23"", ""reference_signal_received_power"": ""-117"", ""signal_level"": ""1""}}"
1552118547135,2,"{""0"": {""is_register"": ""1"", ""station_id"": ""213584513"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""171"", ""tracking_area_code"": ""9362"", ""asu_level"": ""34"", ""reference_signal_received_power"": ""-106"", ""signal_level"": ""2""}, ""1"": {""is_register"": ""0"", ""station_id"": ""2147483647"", ""mobile_country_code"": ""2147483647"", ""mobile_network_code"": ""2147483647"", ""physical_cell_id"": ""315"", ""tracking_area_code"": ""2147483647"", ""asu_level"": ""23"", ""reference_signal_received_power"": ""-117"", ""signal_level"": ""1""}}"
1552118548185,2,"{""0"": {""is_register"": ""1"", ""station_id"": ""213584513"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""171"", ""tracking_area_code"": ""9362"", ""asu_level"": ""31"", ""reference_signal_received_power"": ""-109"", ""signal_level"": ""2""}, ""1"": {""is_register"": ""0"", ""station_id"": ""2147483647"", ""mobile_country_code"": ""2147483647"", ""mobile_network_code"": ""2147483647"", ""physical_cell_id"": ""315"", ""tracking_area_code"": ""2147483647"", ""asu_level"": ""31"", ""reference_signal_received_power"": ""-109"", ""signal_level"": ""2""}}"
1552118549205,2,"{""0"": {""is_register"": ""1"", ""station_id"": ""213584513"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""171"", ""tracking_area_code"": ""9362"", ""asu_level"": ""31"", ""reference_signal_received_power"": ""-109"", ""signal_level"": ""2""}, ""1"": {""is_register"": ""0"", ""station_id"": ""2147483647"", ""mobile_country_code"": ""2147483647"", ""mobile_network_code"": ""2147483647"", ""physical_cell_id"": ""315"", ""tracking_area_code"": ""2147483647"", ""asu_level"": ""31"", ""reference_signal_received_power"": ""-109"", ""signal_level"": ""2""}}"
1552118550270,2,"{""0"": {""is_register"": ""1"", ""station_id"": ""213584513"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""171"", ""tracking_area_code"": ""9362"", ""asu_level"": ""29"", ""reference_signal_received_power"": ""-111"", ""signal_level"": ""2""}, ""1"": {""is_register"": ""0"", ""station_id"": ""2147483647"", ""mobile_country_code"": ""2147483647"", ""mobile_network_code"": ""2147483647"", ""physical_cell_id"": ""315"", ""tracking_area_code"": ""2147483647"", ""asu_level"": ""29"", ""reference_signal_received_power"": ""-111"", ""signal_level"": ""2""}}"
1552118551294,2,"{""0"": {""is_register"": ""1"", ""station_id"": ""213584513"", ""mobile_country_code"": ""460"", ""mobile_network_code"": ""0"", ""physical_cell_id"": ""171"", ""tracking_area_code"": ""9362"", ""asu_level"": ""29"", ""reference_signal_received_power"": ""-111"", ""signal_level"": ""2""}, ""1"": {""is_register"": ""0"", ""station_id"": ""2147483647"", ""mobile_country_code"": ""2147483647"", ""mobile_network_code"": ""2147483647"", ""physical_cell_id"": ""315"", ""tracking_area_code"": ""2147483647"", ""asu_level"": ""29"", ""reference_signal_received_power"": ""-111"", ""signal_level"": ""2""}}"
